"ULTIMA ATUALIZACAO";"06/08/2021 02:06"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2018";"2";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"PFU4HA";"25/02/2018";"Companhia Aérea: AZUL, Localizador: PFU4HA. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2866 - CGBBSB - 25/02/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4391 - JPRCGB - 25/02/2018;";"1684,14";"2090371"
"2018";"2";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"KZ7UGZ";"27/02/2018";"Companhia Aérea: AVIANCA, Localizador: KZ7UGZ. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 6184 - GRUIGU - 28/02/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 6189 - BSBGRU - 28/02/2018;";"1423,93";"2090376"
"2018";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.948.028-63";"GILBERTO PISELO DO NASCIMENTO";"003/18";"01/03/2018";"Despesa com pagamento de aluguel de imóvel para o escritório político do Senador Acir Gurgacz";"6000";"2090392"
"2018";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI MÓVEL S.A.";"903492408";"06/03/2018";"Despesa com pagamento de telefonia para o escritório de apoio do Senador Acir Gurgacz";"649,52";"2091316"
"2018";"3";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"09.562.725/0001-48";"MARCA - TEXTO, PRODUÇÃO & ARTE LTDA - EPP";"000.000.269";"05/03/2018";"Prestação de serviço para transmissão de Audiência Pública";"2200";"2090397"
"2018";"3";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"29.817.330/0001-56";"MARCUS VINICIUS ARAUJO DA ROSA";"2018/1";"19/03/2018";"Consultoria, assessoria, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"10000";"2091313"
"2018";"3";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"26.320.603/0001-64";"INFORMANAHORA";"12";"11/04/2018";"Despesa com divulgação da atividade parlamentar no site informanahora.com.br no mês de março de 2018";"3000";"2093460"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0066-79";"RAIZEN COMBUSTÍVEIS S.A.";"13526";"16/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2993,51";"2092250"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"000004879";"17/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2914,45";"2091308"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4891";"23/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"3791,37";"2092252"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4892";"24/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"3203,32";"2092253"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4896";"27/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4415,53";"2092255"
"2018";"3";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4901";"29/03/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4508,39";"2092258"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"QYRRWN";"07/03/2018";"Companhia Aérea: LATAM, Localizador: QYRRWN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4594 - IGUBSB - 11/03/2018;";"1597,62";"2090399"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"CY5QXC";"12/03/2018";"Companhia Aérea: AZUL, Localizador: CY5QXC. Passageiros: GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 2855 - BSBCGB - 15/03/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4390 - CGBJPR - 15/03/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4391 - JPRCGB - 25/03/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 2866 - CGBBSB - 25/03/2018;";"1457,26";"2092280"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"PLIW7Q";"15/03/2018";"Companhia Aérea: GOL, Localizador: PLIW7Q. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1478 - BSBPVH - 16/03/2018;";"1644,92";"2091298"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"C7HFSY";"16/03/2018";"Companhia Aérea: AZUL, Localizador: C7HFSY. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2866 - CGBBSB - 19/03/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4391 - JPRCGB - 19/03/2018;";"2773,24";"2091301"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"T6DKGB";"19/03/2018";"Companhia Aérea: AZUL, Localizador: T6DKGB. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4390 - CGBJPR - 22/03/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2855 - BSBCGB - 22/03/2018;";"814,96";"2092285"
"2018";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"RFDLKD";"27/03/2018";"Companhia Aérea: AZUL, Localizador: RFDLKD. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 5067 - PVHMAO - 26/03/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2814 - MAOPVH - 27/03/2018;";"636,9";"2092292"
"2018";"4";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.948.028-63";"GILBERTO PISELO DO NASCIMENTO";"004/18";"02/04/2018";"Despesa com pagamento de aluguel de imóvel para o escritório de apoio do Senador Acir Gurgacz";"6000";"2092300"
"2018";"4";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI MÓVEL S.A.";"920275319";"06/04/2018";"Despesa com pagamento de telefone para o escritório de apoio do senador Acir Gurgacz";"657,01";"2094584"
"2018";"4";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"27.170.469/0001-25";"Infiniti Comunicação";"21";"02/04/2018";"Despesa com divulgação da atividade parlamentar";"500";"2093446"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34.274.233/0097-46";"PETROBRAS DISTRIBUIDORA";"695921";"16/04/2018";"Despesa com aquisição de combustível para abastecimento";"2581,4";"2094582"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4910";"04/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4229,83";"2093448"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4914";"06/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"6447,9";"2093449"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4930";"12/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2837,08";"2094573"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4936";"14/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"3378,71";"2094578"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4938";"16/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2940,25";"2094580"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"000004945";"19/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2708,12";"2095758"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4950";"23/04/2018";"despesa com aquisição de combustível para abastecimento de aeronave";"2837,08";"2094589"
"2018";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"000004957";"26/04/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"2063,33";"2095760"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL LINHAS AÉREAS";"XHBPMN";"07/04/2018";"Companhia Aérea: AZUL, Localizador: XHBPMN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 5251 - PVHCNF - 07/04/2018;";"1179,47";"2093450"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL LINHAS AÉREAS";"I8Q8KV";"19/04/2018";"Companhia Aérea: AZUL, Localizador: I8Q8KV. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2814 - MAOPVH - 19/04/2018;";"271,17";"2094587"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"PMHHFA";"08/04/2018";"Companhia Aérea: GOL, Localizador: PMHHFA. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1703 - CNFBSB - 08/04/2018;";"2302,06";"2093452"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"UE9U2Y";"11/04/2018";"Companhia Aérea: GOL, Localizador: UE9U2Y. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1478 - BSBPVH - 13/04/2018;";"1965,93";"2094576"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"SJYHTM";"17/04/2018";"Companhia Aérea: GOL, Localizador: SJYHTM. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1728 - BSBMAO - 18/04/2018;";"2012,93";"2094586"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"TB9FE9";"16/04/2018";"Companhia Aérea: LATAM, Localizador: TB9FE9. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 16/04/2018;";"1709,47";"2094579"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"WQRCC4";"26/03/2018";"Companhia Aérea: LATAM, Localizador: WQRCC4. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 02/04/2018;";"1499,66";"2092303"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"OJIW4R";"31/03/2018";"Companhia Aérea: AZUL, Localizador: OJIW4R. Passageiros: GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4421 - BSBCNF - 09/04/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 5250 - CNFPVH - 09/04/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4391 - JPRCGB - 20/04/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 2866 - CGBBSB - 20/04/2018;";"1499,89";"2094569"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"QZUES5";"04/04/2018";"Companhia Aérea: LATAM, Localizador: QZUES5. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 04/04/2018;";"1742,82";"2093447"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"PJJK6H";"20/04/2018";"Companhia Aérea: LATAM, Localizador: PJJK6H. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 23/04/2018;";"1124,46";"2094588"
"2018";"4";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"ELUG3N";"23/04/2018";"Companhia Aérea: GOL, Localizador: ELUG3N. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1478 - BSBPVH - 25/04/2018;";"1934,22";"2095759"
"2018";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.948.028-63";"GILBERTO PISELO DO NASCIMENTO";"005/18";"02/05/2018";"Despesa com pagamento de aluguel de imóvel para o escritório político do Senador Acir Gurgacz";"6000";"2095762"
"2018";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI MÓVEL S.A.";"938216883";"06/05/2018";"Despesa com pagamento de telefonia para uso do escritório de apoio do Senador Acir Gurgacz";"649,52";"2111185"
"2018";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"000004970";"07/05/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4217,56";"2095764"
"2018";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4979";"12/05/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"3784,99";"2097451"
"2018";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4981";"14/05/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4055,35";"2097452"
"2018";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"4998";"21/05/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4055,35";"2097455"
"2018";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.453.598/0217-16";"RAIZEN COMBUSTÍVEIS S.A.";"5008";"26/05/2018";"Despesa com aquisição de combustível para abastecimento de aeronave";"4596,07";"2097458"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"OONCXS";"09/05/2018";"Companhia Aérea: LATAM, Localizador: OONCXS. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 14/05/2018;";"1124,46";"2097453"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"ZGW1VQ";"25/04/2018";"Companhia Aérea: AZUL, Localizador: ZGW1VQ. Passageiros: GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 2855 - BSBCGB - 02/05/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4390 - CGBJPR - 02/05/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 4391 - JPRCGB - 09/05/2018; GUARIM LIBERATO MARTINS JÚNIOR (Matrícula 238202, COMISSIONADO), Voo: 2866 - CGBBSB - 09/05/2018;";"1302,16";"2095778"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"RKTNB8";"26/04/2018";"Companhia Aérea: LATAM, Localizador: RKTNB8. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 07/05/2018;";"1546,86";"2095767"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"TUX3E8";"08/05/2018";"Companhia Aérea: LATAM, Localizador: TUX3E8. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 10/05/2018;";"1196,92";"2097450"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"RXTDRP";"09/05/2018";"Companhia Aérea: LATAM, Localizador: RXTDRP. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3559 - GRUIGU - 30/05/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4616 - BSBGRU - 30/05/2018;";"529,96";"2098084"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"SDALCW";"14/05/2018";"Companhia Aérea: LATAM, Localizador: SDALCW. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 17/05/2018;";"1301,72";"2097454"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"JHNRDM";"15/05/2018";"Companhia Aérea: LATAM, Localizador: JHNRDM. Passageiros: JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 3595 - PVHBSB - 28/05/2018;";"422,47";"2097459"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"GKYL8T";"15/05/2018";"Companhia Aérea: GOL, Localizador: GKYL8T. Passageiros: JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 1794 - BSBPVH - 21/05/2018;";"1236,82";"2097456"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"SBFUWJ";"16/05/2018";"Companhia Aérea: LATAM, Localizador: SBFUWJ. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 21/05/2018; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 22/05/2018;";"2226,44";"2097457"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"HOQHZU";"18/05/2018";"Companhia Aérea: LATAM, Localizador: HOQHZU. Passageiros: CELSO KAVA FILHO (Matrícula 304077, COMISSIONADO), Voo: 4630 - CWBBSB - 21/05/2018; CELSO KAVA FILHO (Matrícula 304077, COMISSIONADO), Voo: 3791 - BSBPVH - 21/05/2018; CELSO KAVA FILHO (Matrícula 304077, COMISSIONADO), Voo: 3790 - PVHBSB - 30/05/2018; CELSO KAVA FILHO (Matrícula 304077, COMISSIONADO), Voo: 3967 - BSBCWB - 30/05/2018;";"1754,97";"2098088"
"2018";"5";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63.764.211/0001-10";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"MG98JF";"25/05/2018";"Companhia Aérea: GOL, Localizador: MG98JF. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1795 - PVHBSB - 26/05/2018;";"2004,46";"2097460"
