"ULTIMA ATUALIZACAO";"06/08/2021 02:06"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"124.147.944-53";"JOSÉ CARLOS FONTAINE COSTA";"07/2018";"31/07/2018";"Despesas com aluguel do escritório parlamentar no estado - sala 912 - 07/2018";"2376";"2105703"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI Móvel S.A.";"992308309";"25/07/2018";"Despesa com telefone fixo no escritório parlamentar - 07/2018";"409,12";"2103250"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4366296618061";"10/02/2018";"Despesas com taxa de IPTU - do escritório parlamentar - sala 911 - Parcela 06/10 - 07/2018";"248,58";"2100665"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4366297218067";"10/02/2018";"Despesas com taxa de IPTU - do escritório parlamentar - sala 911 - Parcela 06/10 - 07/2018";"364,74";"2100666"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"A-911/123";"25/06/2018";"Despesa com condomínio - escritório parlamentar no estado - Sala 911- 07/2018";"464,94";"2100578"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"A-912-123";"25/06/2018";"Despesa com condomínio - escritório parlamentar no estado - Sala 912 - 07/2018";"560,17";"2100581"
"2018";"7";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.206.050/0001-80";"Tim Celular SA";"3453928739";"14/07/2018";"Despesas com telefone celular no estado. 07/2018";"665,45";"2103258"
"2018";"7";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"37.067.543/0001-36";"Fábrica de Ideias Tecnologia e Comunicações LTDA";"000003478";"02/07/2018";"Despesa com assessoria em serviço de clipping - 07/2018";"1600";"2100575"
"2018";"7";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"37.067.543/0001-36";"Fábrica de Ideias Tecnologia e Comunicações LTDA";"000003540";"01/08/2018";"Despesas com serviços de assessoria em clipping. 07/2018";"1600";"2103262"
"2018";"7";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.399.679/0001-39";"Paspatur Fotografia e Produções";"019";"01/08/2018";"Despesas com serviços de assessoria comunicação- 07/2018";"4000";"2103265"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"43330";"05/07/2018";"despesa com combustível no estado - 07/2018";"270,79";"2102126"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"43629";"06/07/2018";"despesa com combustível no estado - 07/2018";"44,44";"2102127"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"44532";"11/07/2018";"despesa com combustível no estado - 07/2018";"149,39";"2102128"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"44957";"13/07/2018";"despesa com combustível no estado - 07/2018";"87,77";"2102129"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"44956";"13/07/2018";"despesa com combustível no estado - 07/2018";"113,02";"2102130"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"45443";"15/07/2018";"despesa com combustível no estado - 07/2018";"106,73";"2102131"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"45594";"16/07/2018";"despesa com combustível no estado - 07/2018";"115,09";"2102132"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"45604";"16/07/2018";"despesa com combustível no estado - 07/2018";"167,54";"2102133"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46024";"18/07/2018";"despesa com combustível no estado - 07/2018";"86,31";"2102134"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46068";"18/07/2018";"despesa com combustível no estado - 07/2018";"179,12";"2102135"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46390";"19/07/2018";"despesas com combustível no estado - 07/2018";"146,24";"2102137"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46273";"19/07/2018";"despesas com combustível no estado - 07/2018";"172,63";"2102138"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46269";"19/07/2018";"despesas com combustível no estado - 07/2018";"254,79";"2102136"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46683";"20/07/2018";"despesas com combustível no estado - 07/2018";"116,5";"2102139"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46500";"20/07/2018";"despesas com combustível no estado - 07/2018";"133,39";"2102143"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46810";"21/07/2018";"despesas com combustível no estado - 07/2018";"106,87";"2102145"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46808";"21/07/2018";"despesas com combustível no estado - 07/2018";"113,96";"2102144"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"46809";"21/07/2018";"despesas com combustível no estado - 07/2018";"240,04";"2102147"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.345.254/0001-07";"DS LOCAÇÕES DE VEÍCULOS EIRELI - EPP";"0048";"27/08/2018";"Despesas com locação de veículo para uso na atividade parlamentar no estado. 07/2018";"7000";"2104849"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.072.308/0003-16";"JAD ARAUJO E CIA LTDA";"20598";"30/07/2018";"Despesa com combustível no estado. 07/2018";"139,01";"2103247"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.468.344/0001-18";"Paraty Auto Posto Transportes LTDA";"23761";"21/07/2018";"despesas com combustível no estado - 07/2018";"273";"2102267"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"000052402";"07/07/2018";"Despesas com combustível no estado - 07/2018";"155,01";"2101147"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"54909";"13/07/2018";"despesas com combustível no estado - 07/2018";"196,68";"2102259"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"54878";"13/07/2018";"despesas com combustível no estado - 07/2018";"264,1";"2102260"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"57095";"20/07/2018";"despesas com combustível no estado - 07/2018";"183,49";"2102261"
"2018";"7";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"000050613";"02/08/2018";"Despesa com combustível no estado - 07/2018";"235,01";"2100577"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL";"KGMCHN";"27/07/2018";"Companhia Aérea: AZUL, Localizador: KGMCHN. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 4071 - PNZ/REC - 28/07/2018; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 9036 - REC/PNZ - 29/07/2018;";",3";"2102120"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL";"KGMCHN";"27/07/2018";"Companhia Aérea: AZUL, Localizador: KGMCHN. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 4071 - PNZ/REC - 28/07/2018; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 9036 - REC/PNZ - 29/07/2018;";"1150,54";"2103339"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"UG6IHV";"06/07/2018";"Companhia Aérea: GOL, Localizador: UG6IHV. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 1745 - REC/BSB - 10/07/2018;";"330,17";"2102107"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"CBBDQL";"28/06/2018";"Companhia Aérea: LATAM, Localizador: CBBDQL. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3990 - REC/BSB - 02/07/2018;";"438,17";"2100587"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"W3EIT9";"28/06/2018";"Companhia Aérea: AVIANCA, Localizador: W3EIT9. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6313 - PNZ/REC - 01/07/2018;";"583,57";"2100601"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"MJIKOT";"30/06/2018";"Companhia Aérea: AVIANCA, Localizador: MJIKOT. Passageiros: PAULO FERNANDO DE LIMA BARBOSA (Matrícula 320964, COMISSIONADO), Voo: 6311 - PNZ/REC - 03/07/2018;";"353,57";"2100582"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"WHCSHL";"04/07/2018";"Companhia Aérea: AVIANCA, Localizador: WHCSHL. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6300 - BSB/REC - 05/07/2018;";"1077,03";"2100603"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"UY9PDZ";"09/07/2018";"Companhia Aérea: AVIANCA, Localizador: UY9PDZ. Passageiros: PAULO FERNANDO DE LIMA BARBOSA (Matrícula 320964, COMISSIONADO), Voo: 6312 - REC/PNZ - 11/07/2018;";"320,27";"2102106"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"JEJBOU";"10/07/2018";"Companhia Aérea: AVIANCA, Localizador: JEJBOU. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6314 - SSA/PNZ - 12/07/2018; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6320 - BSB/SSA - 12/07/2018;";"1353,03";"2101160"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"OMCL4N";"12/07/2018";"Companhia Aérea: AVIANCA, Localizador: OMCL4N. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6313 - PNZ/REC - 15/07/2018;";"459,57";"2102108"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"OMK3ZH";"12/07/2018";"Companhia Aérea: AVIANCA, Localizador: OMK3ZH. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6312 - REC/PNZ - 16/07/2018;";"700,27";"2102109"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"MPAOXX";"23/07/2018";"Companhia Aérea: AVIANCA, Localizador: MPAOXX. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6313 - PNZ/REC - 23/07/2018; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6312 - REC/PNZ - 24/07/2018;";"1052,84";"2102110"
"2018";"7";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"02.575.829/0001-48";"OCEAIN AIR";"PQNG7N";"24/07/2018";"Companhia Aérea: AVIANCA, Localizador: PQNG7N. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6315 - PNZ/SSA - 31/07/2018; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 6321 - SSA/BSB - 31/07/2018;";"909,57";"2102121"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"409.134.304-04";"ALDECI JOSÉ DE MEDEIROS CABO";"08/2018";"31/08/2019";"Despesas com aluguel da sala destinada ao escritório parlamentar no estado - Sala 911 - 08/2018";"1980";"2105693"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"026627056";"06/08/2018";"despesa com energia elétrica no estado - 08/2018";"400,03";"2103281"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"027072431";"08/08/2018";"Despesas com energia elétrica - escritório parlamentar - Sala 911 - 08/2018";"138,92";"2103779"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00.358.773/0001-44";"Corpo de Bombeiros Militar de Pernambuco";"1801758493061";"31/08/2018";"Despesas com taxa de anual de Corpo de Bombeiros TFUSP(TPEI) do escritório parlamentar no estado - Sala 911";"105,18";"2103288"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00.358.773/0001-44";"Corpo de Bombeiros Militar de Pernambuco";"18017528507035";"31/08/2018";"Despesas com taxa de anual de Corpo de Bombeiros TFUSP(TPEI) do escritório parlamentar no estado - Sala 912";"105,18";"2103301"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.102.376/0001-93";"DATASAFEIT SOLUÇÕES EM TECNOLOGIA LTDA";"6596";"20/06/2018";"Despesa com acesso a internet - escritório parlamentar - 08/2018";"99,9";"2107185"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"124.147.944-53";"JOSÉ CARLOS FONTAINE COSTA";"08/2018";"31/08/2018";"Despesas com aluguel da sala destinada ao escritório parlamentar no estado - Sala 912 - 08/2018";"2376";"2105694"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI Móvel S.A.";"1200110925634";"17/08/2018";"Despesas com telefone fixo no escritório parlamentar. 08/2018";"78,61";"2104861"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI Móvel S.A.";"9815311";"25/08/2018";"Despesas com telefone fixo - escritório parlamentar no estado. 08/2018";"425,37";"2105627"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4366296618070";"10/02/2018";"Despesas com IPTU do escritório parlamentar no estado. 08/2018 - parcela 07/10 - sala 911";"248,58";"2103305"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4366297218075";"10/02/2018";"Despesas com IPTU do escritório parlamentar no estado. 08/2018 - parcela 07/10 - sala 912";"364,74";"2103309"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"A0911123";"08/08/2018";"taxa condominial do escritório parlamentar no estado - sala 911 - 08/2018";"474,24";"2103348"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"A912123";"08/08/2018";"taxa condominial do escritório parlamentar no estado - sala 911 - 08/2018";"571,37";"2103352"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.206.050/0001-80";"Tim Celular SA";"3486730800";"14/08/2018";"Despesas com telefone celular do estado. 08/2018";"659,76";"2104488"
"2018";"8";"FERNANDO BEZERRA COELHO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"11.965.515/0012-03";"Perini Comercial de Alimentos LTDA";"6507";"20/08/2018";"Despesa com material de consumo para o escritório parlamentar no estado - 08/2018";"189,79";"2104480"
"2018";"8";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.798.955/0005-53";"Lanoffice Gráfica LDTA";"00001205";"03/08/2018";"Despesas com impressão e cópias no escritório parlamentar. 08/2018";"9";"2103285"
"2018";"8";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.798.955/0005-53";"Lanoffice Gráfica LDTA";"0001206";"03/08/2018";"Despesas com impressão e cópias no escritório parlamentar. 08/2018";"12";"2103283"
"2018";"8";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.798.955/0005-53";"Lanoffice Gráfica LDTA";"1225";"10/08/2018";"Despesas com impressão - escritório parlamentar no estado. 08/2018";"30";"2104481"
"2018";"8";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.798.955/0005-53";"Lanoffice Gráfica LDTA";"1249";"21/08/2018";"Despesas com impressão - escritório parlamentar no estado. 08/2018";"4,5";"2104482"
"2018";"8";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.399.679/0001-39";"Paspatur Fotografia e Produções";"020";"01/09/2018";"Despesas com assessoria em comunicação. 08/2018";"4000";"2104471"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.952.001/0001-50";"Auto Posto Centenário Ltda";"29585";"11/08/2018";"Despesas com combustível no estado. 08/2018";"276,01";"2104476"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"000049466";"02/08/2018";"Despesas com combustível no estado. 08/2018";"176,08";"2103774"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.047.235/0001-43";"CATAVENTO DERIVADOS DE PETROLEO LTDA ME";"000050352";"06/08/2018";"Despesas com combustível no estado. 08/2018";"99,65";"2103775"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"69.943.686/0003-12";"Cemopel-CM Petroleo LTDA";"14591";"30/08/2018";"despesas com combustível no estado. 08/2018";"215,76";"2104858"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"026989499";"08/08/2018";"Despesas com energia elétrica - escritório parlamentar - Sala 912 - 08/2018";"120,26";"2103780"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.345.254/0001-07";"DS LOCAÇÕES DE VEÍCULOS EIRELI - EPP";"0049";"27/08/2018";"Despesas com locação de veículo para uso no estado. 08/2018";"7000";"2104862"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.027.843/0001-20";"Eduardo e Inacio Combustíveis LTDA";"7447";"25/08/2018";"despesas com combustível no estado. 08/2018";"240,01";"2104856"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.781.233/0006-62";"PETROCAL PINA";"85436";"20/08/2018";"Despesas com combustível no estado. 08/2018";"188,6";"2104478"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.281.744/0001-10";"Posto Ibiza LTDA";"23722";"07/08/2018";"Despesas com combustível no estado. 08/2018";"162,38";"2105625"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.052.812/0001-05";"Posto Rech LTDA";"000022673";"01/08/2018";"Despesa com combustível no estado. 08/2018";"259,25";"2103310"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.052.812/0001-05";"Posto Rech LTDA";"000023170";"03/08/2018";"despesas com combustível no estado. 08/2018";"229,03";"2103326"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.052.812/0001-05";"Posto Rech LTDA";"000023533";"06/08/2018";"despesas com combustível no estado. 08/2018";"146,68";"2103327"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.052.812/0001-05";"Posto Rech LTDA";"000023529";"06/08/2018";"despesas com combustível no estado. 08/2018";"159,21";"2103328"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"000062164";"02/08/2018";"despesas com combustível no estado. 08/2018";"70";"2103325"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"65555";"11/08/2018";"Despesas com combustível no estado. 08/2018";"241,68";"2104477"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"71736";"27/08/2018";"Despesas com combustível no estado. 08/2018";"85,06";"2104479"
"2018";"8";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.395.071/0002-80";"Sociedade Comercial Cavalcanti e Filho LTDA";"73604";"31/08/2018";"despesas com combustível no estado. 08/2018";"112";"2104859"
"2018";"8";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL";"Q9Z1UY";"21/08/2018";"Companhia Aérea: AZUL, Localizador: Q9Z1UY. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 4071 - PNZ/REC - 21/08/2018;";"429,47";"2104466"
